pkg_name,fun_name,exported,is_s3_dispatch,is_s3_method,params
git2r,previous_branch_name,FALSE,FALSE,FALSE,repo
git2r,print.git_blob,FALSE,FALSE,TRUE,x;...
git2r,print.git_branch,FALSE,FALSE,TRUE,x;...
git2r,print.git_commit,FALSE,FALSE,TRUE,x;...
git2r,print.git_config,FALSE,FALSE,TRUE,x;...
git2r,print.git_diff,FALSE,FALSE,TRUE,x;...
git2r,print.git_merge_result,FALSE,FALSE,TRUE,x;...
git2r,print.git_note,FALSE,FALSE,TRUE,x;...
git2r,print.git_reference,FALSE,FALSE,TRUE,x;...
git2r,print.git_reflog,FALSE,FALSE,TRUE,x;...
git2r,print.git_reflog_entry,FALSE,FALSE,TRUE,x;...
git2r,print.git_repository,FALSE,FALSE,TRUE,x;...
git2r,print.git_signature,FALSE,FALSE,TRUE,x;...
git2r,print.git_stash,FALSE,FALSE,TRUE,x;...
git2r,print.git_status,FALSE,FALSE,TRUE,x;...
git2r,print.git_tag,FALSE,FALSE,TRUE,x;...
git2r,print.git_time,FALSE,FALSE,TRUE,x;tz;origin;usetz;...
git2r,print.git_tree,FALSE,FALSE,TRUE,x;...
git2r,print_lines_per_file,FALSE,FALSE,FALSE,diff
git2r,pull,TRUE,FALSE,FALSE,repo;credentials;merger
git2r,punch_card,TRUE,FALSE,FALSE,repo;main;...
git2r,push,TRUE,FALSE,FALSE,object;name;refspec;force;credentials;set_upstream
git2r,references,TRUE,FALSE,FALSE,repo
git2r,reflog,TRUE,FALSE,FALSE,repo;refname
git2r,remote_add,TRUE,FALSE,FALSE,repo;name;url
git2r,remote_ls,TRUE,FALSE,FALSE,name;repo;credentials
git2r,remote_remove,TRUE,FALSE,FALSE,repo;name
git2r,remote_rename,TRUE,FALSE,FALSE,repo;oldname;newname
git2r,remotes,TRUE,FALSE,FALSE,repo
git2r,remote_set_url,TRUE,FALSE,FALSE,repo;name;url
git2r,remote_url,TRUE,FALSE,FALSE,repo;remote
git2r,repository,TRUE,FALSE,FALSE,path;discover
git2r,repository_head,TRUE,FALSE,FALSE,repo
git2r,reset,TRUE,FALSE,FALSE,object;reset_type;path
git2r,revparse_single,TRUE,FALSE,FALSE,repo;revision
git2r,rm_file,TRUE,FALSE,FALSE,repo;path
git2r,sanitize_path,FALSE,FALSE,FALSE,p;repo_wd
git2r,sha,TRUE,TRUE,FALSE,object
git2r,sha.git_blob,FALSE,FALSE,TRUE,object
git2r,sha.git_branch,FALSE,FALSE,TRUE,object
git2r,sha.git_commit,FALSE,FALSE,TRUE,object
git2r,sha.git_fetch_head,FALSE,FALSE,TRUE,object
git2r,sha.git_merge_result,FALSE,FALSE,TRUE,object
git2r,sha.git_note,FALSE,FALSE,TRUE,object
git2r,sha.git_reference,FALSE,FALSE,TRUE,object
git2r,sha.git_reflog_entry,FALSE,FALSE,TRUE,object
git2r,sha.git_tag,FALSE,FALSE,TRUE,object
git2r,sha.git_tree,FALSE,FALSE,TRUE,object
git2r,shallow_commits,FALSE,FALSE,FALSE,repo;sha;n
git2r,ssh_key_needs_passphrase,FALSE,FALSE,FALSE,privatekey
git2r,ssh_path,TRUE,FALSE,FALSE,file
git2r,ssl_cert_locations,TRUE,FALSE,FALSE,filename;path
git2r,stash,TRUE,FALSE,FALSE,repo;message;index;untracked;ignored;stasher
git2r,stash_apply,TRUE,FALSE,FALSE,object;index
git2r,stash_drop,TRUE,FALSE,FALSE,object;index
git2r,stash_index,FALSE,FALSE,FALSE,object;index
git2r,stash_list,TRUE,FALSE,FALSE,repo
git2r,stash_object,FALSE,FALSE,FALSE,object
git2r,stash_pop,TRUE,FALSE,FALSE,object;index
git2r,status,TRUE,FALSE,FALSE,repo;staged;unstaged;untracked;ignored;all_untracked
git2r,strip_trailing_slash,FALSE,FALSE,FALSE,path
git2r,summary.git_commit,FALSE,FALSE,TRUE,object;...
git2r,summary.git_diff,FALSE,FALSE,TRUE,object;...
git2r,summary.git_repository,FALSE,FALSE,TRUE,object;...
git2r,summary.git_stash,FALSE,FALSE,TRUE,object;...
git2r,summary.git_tag,FALSE,FALSE,TRUE,object;...
git2r,summary.git_tree,FALSE,FALSE,TRUE,object;...
git2r,tag,TRUE,FALSE,FALSE,object;name;message;session;tagger;force
git2r,tag_delete,TRUE,FALSE,FALSE,object;name
git2r,tags,TRUE,FALSE,FALSE,repo
git2r,tree,TRUE,FALSE,FALSE,object
git2r,when,TRUE,FALSE,FALSE,object;tz;origin;usetz
git2r,workdir,TRUE,FALSE,FALSE,repo
glasso,glasso,TRUE,FALSE,FALSE,s;rho;nobs;zero;thr;maxit;approx;penalize.diagonal;start;w.init;wi.init;trace
glasso,glassopath,TRUE,FALSE,FALSE,s;rholist;thr;maxit;approx;penalize.diagonal;w.init;wi.init;trace
glm2,glm2,TRUE,FALSE,FALSE,formula;family;data;weights;subset;na.action;start;etastart;mustart;offset;control;model;method;x;y;singular.ok;contrasts;...
glm2,glm.fit2,TRUE,FALSE,FALSE,x;y;weights;start;etastart;mustart;offset;family;control;intercept;singular.ok
globals,as_function,FALSE,FALSE,FALSE,expr;envir;enclos;...
globals,as.Globals,TRUE,TRUE,FALSE,x;...
globals,as.Globals.Globals,FALSE,FALSE,TRUE,x;...
globals,as.Globals.list,FALSE,FALSE,TRUE,x;...
globals,asPkgEnvironment,FALSE,FALSE,FALSE,pkg
globals,call_find_globals_with_dotdotdot,FALSE,FALSE,FALSE,FUN;expr;envir;dotdotdot;trace;debug
globals,c.Globals,FALSE,FALSE,TRUE,x;...
globals,cleanup,TRUE,TRUE,FALSE,...
globals,cleanup.Globals,FALSE,FALSE,TRUE,globals;drop;...
globals,collect_usage_function,FALSE,FALSE,FALSE,fun;name;w;trace
globals,drop_missing_formals,FALSE,FALSE,FALSE,x
globals,envname,FALSE,FALSE,FALSE,env
globals,findGlobals,TRUE,FALSE,FALSE,expr;envir;...;attributes;tweak;dotdotdot;method;substitute;unlist;trace
globals,find_globals_conservative,FALSE,FALSE,FALSE,expr;envir;dotdotdot;...;trace
globals,find_globals_liberal,FALSE,FALSE,FALSE,expr;envir;dotdotdot;...;trace
globals,find_globals_ordered,FALSE,FALSE,FALSE,expr;envir;dotdotdot;...;name;class;trace
globals,getOption,FALSE,FALSE,FALSE,x;default
globals,Globals,TRUE,FALSE,FALSE,object;...
globals,[.Globals,FALSE,TRUE,TRUE,x;i
globals,$<-.Globals,FALSE,FALSE,TRUE,x;name;value
globals,globalsByName,TRUE,FALSE,FALSE,names;envir;mustExist;...
globals,globalsOf,TRUE,FALSE,FALSE,expr;envir;...;method;tweak;substitute;mustExist;unlist;recursive;skip
globals,hexpr,FALSE,FALSE,FALSE,expr;trim;collapse;max_head;max_tail;...
globals,hpaste,FALSE,FALSE,FALSE,...;sep;collapse;last_collapse;max_head;max_tail;abbreviate
globals,inject_tracer_to_function,FALSE,FALSE,FALSE,fcn;name
globals,inject_tracer_to_walker,FALSE,FALSE,FALSE,w
globals,is.base,FALSE,FALSE,FALSE,x
globals,is_base_pkg,FALSE,FALSE,FALSE,pkgs
globals,is_internal,FALSE,FALSE,FALSE,x
globals,is_native_symbol_info,FALSE,FALSE,FALSE,x
globals,isPackageNamespace,FALSE,FALSE,FALSE,env
globals,.length,FALSE,FALSE,FALSE,x
globals,list_apply,FALSE,FALSE,FALSE,X;FUN;...
globals,make_usage_collector,FALSE,FALSE,FALSE,...
globals,mdebug,FALSE,FALSE,FALSE,...
globals,mstr,FALSE,FALSE,FALSE,...
globals,names<-.Globals,FALSE,TRUE,TRUE,x;value
globals,.onLoad,FALSE,FALSE,FALSE,libname;pkgname
globals,packagesOf,TRUE,TRUE,FALSE,...
globals,packagesOf.Globals,FALSE,FALSE,TRUE,globals;...
globals,stop_if_not,FALSE,FALSE,FALSE,...
globals,trace_enter,FALSE,FALSE,FALSE,...;appendLF
globals,trace_exit,FALSE,FALSE,FALSE,fmtstr;...;appendLF
globals,trace_indent,FALSE,FALSE,FALSE,x;indent
globals,trace_print,FALSE,FALSE,FALSE,...;envir;indent;collapse;appendLF
globals,trace_printf,FALSE,FALSE,FALSE,...;indent;collapse;appendLF
globals,trace_str,FALSE,FALSE,FALSE,...;envir;indent;collapse;appendLF
globals,trim,FALSE,FALSE,FALSE,s
globals,unique.Globals,FALSE,FALSE,TRUE,x;...
globals,walkAST,TRUE,FALSE,FALSE,expr;atomic;name;call;pairlist;substitute
globals,where,FALSE,FALSE,FALSE,x;where;envir;frame;mode;inherits
glue,%||%,FALSE,FALSE,FALSE,x;y
glue,as.character.glue,FALSE,FALSE,TRUE,x;...
glue,as_glue,TRUE,TRUE,FALSE,x;...
glue,as_glue.character,FALSE,FALSE,TRUE,x;...
glue,as_glue.default,FALSE,FALSE,TRUE,x;...
glue,as_glue.glue,FALSE,FALSE,TRUE,x;...
glue,backtick,TRUE,FALSE,FALSE,x
glue,bind_args,FALSE,FALSE,FALSE,args;parent
glue,color_transformer,FALSE,FALSE,FALSE,code;envir
glue,colour_na,FALSE,FALSE,FALSE,
glue,compare.glue,FALSE,TRUE,FALSE,x;y;...
glue,compare_proxy.glue,FALSE,TRUE,FALSE,x;path
glue,delayed_assign,FALSE,FALSE,FALSE,x;value;eval.env;assign.env
glue,double_quote,TRUE,FALSE,FALSE,x
glue,drop_null,FALSE,FALSE,FALSE,x
glue,eng_glue,FALSE,FALSE,FALSE,options
glue,eng_glue_sql,FALSE,FALSE,FALSE,options
glue,get_transformer,FALSE,FALSE,FALSE,text;envir
glue,glue,TRUE,FALSE,FALSE,...;.sep;.envir;.open;.close;.na;.null;.comment;.transformer;.trim
glue,[.glue,FALSE,TRUE,TRUE,x;i;...
glue,[[.glue,FALSE,TRUE,TRUE,x;i;...
glue,+.glue,FALSE,FALSE,TRUE,e1;e2
glue,glue_col,TRUE,FALSE,FALSE,...;.envir;.na
glue,glue_collapse,TRUE,FALSE,FALSE,x;sep;width;last
glue,glue_data,TRUE,FALSE,FALSE,.x;...;.sep;.envir;.open;.close;.na;.null;.comment;.transformer;.trim
glue,glue_data_col,TRUE,FALSE,FALSE,.x;...;.envir;.na
glue,glue_data_safe,TRUE,FALSE,FALSE,.x;...;.envir
glue,glue_data_sql,TRUE,FALSE,FALSE,.x;...;.con;.envir;.na
glue,glue_safe,TRUE,FALSE,FALSE,...;.envir
glue,glue_sql,TRUE,FALSE,FALSE,...;.con;.envir;.na
glue,glue_sql_collapse,TRUE,FALSE,FALSE,x;sep;width;last
glue,has_names,FALSE,FALSE,FALSE,x
glue,identity_transformer,TRUE,FALSE,FALSE,text;envir
glue,lengths,FALSE,FALSE,FALSE,x
glue,na_rows,FALSE,FALSE,FALSE,res
glue,.onLoad,FALSE,FALSE,FALSE,...
glue,print.glue,FALSE,FALSE,TRUE,x;...;sep
glue,recycle_columns,FALSE,FALSE,FALSE,x
glue,.rlang_s3_register_compat,FALSE,FALSE,FALSE,fn
glue,s3_register,FALSE,FALSE,FALSE,generic;class;method
glue,single_quote,TRUE,FALSE,FALSE,x
glue,sql_quote_transformer,FALSE,FALSE,FALSE,connection;.na
glue,style_na,FALSE,FALSE,FALSE,x
glue,trim,TRUE,FALSE,FALSE,x
glue,vec_cast.character.glue,FALSE,FALSE,FALSE,x;to;...
glue,vec_cast.glue.character,FALSE,FALSE,FALSE,x;to;...
glue,vec_cast.glue.glue,FALSE,FALSE,FALSE,x;to;...
glue,vec_ptype2.character.glue,FALSE,FALSE,FALSE,x;y;...
glue,vec_ptype2.glue.character,FALSE,FALSE,FALSE,x;y;...
glue,vec_ptype2.glue.glue,FALSE,FALSE,FALSE,x;y;...
gmp,%*%,TRUE,TRUE,FALSE,x;y
gmp,abs.bigq,FALSE,FALSE,TRUE,x
gmp,abs.bigz,FALSE,FALSE,TRUE,x
gmp,add.big,FALSE,FALSE,TRUE,e1;e2
gmp,add.bigq,TRUE,FALSE,FALSE,e1;e2
gmp,add.bigz,TRUE,FALSE,FALSE,e1;e2
gmp,all.equal.bigq,FALSE,FALSE,TRUE,target;current;tolerance;scale;check.attributes;check.class;...
gmp,all.equal.bigz,FALSE,FALSE,TRUE,target;current;...
gmp,apply,TRUE,TRUE,FALSE,X;MARGIN;FUN;...
gmp,apply.bigq,TRUE,FALSE,TRUE,X;MARGIN;FUN;...
gmp,apply.bigz,TRUE,FALSE,TRUE,X;MARGIN;FUN;...
gmp,apply.default,TRUE,FALSE,TRUE,X;MARGIN;FUN;...
gmp,as.bigq,TRUE,FALSE,FALSE,n;d
gmp,..as.bigz,TRUE,FALSE,FALSE,a;mod
gmp,.as.bigz,TRUE,FALSE,FALSE,a;mod
gmp,as.bigz,TRUE,FALSE,FALSE,a;mod
gmp,as.bigz.bigq,TRUE,FALSE,FALSE,a;mod
gmp,as.character.bigq,FALSE,FALSE,TRUE,x;b;...
gmp,as.character.bigz,FALSE,FALSE,TRUE,x;b;...
gmp,.as.char.bigz,TRUE,FALSE,FALSE,x;b;...
gmp,as.double.bigq,FALSE,FALSE,TRUE,x;...
gmp,as.double.bigz,FALSE,FALSE,TRUE,x;...
gmp,as.integer.bigq,FALSE,FALSE,TRUE,x;...
gmp,as.integer.bigz,FALSE,FALSE,TRUE,x;...
gmp,as.matrix.bigq,FALSE,FALSE,TRUE,x;...
gmp,as.matrix.bigz,FALSE,FALSE,TRUE,x;...
gmp,asNumeric,TRUE,FALSE,FALSE,x
gmp,as.vector.bigq,TRUE,FALSE,TRUE,x;mode
gmp,as.vector.bigz,TRUE,FALSE,TRUE,x;mode
gmp,B1,FALSE,FALSE,FALSE,n
gmp,BernoulliQ,TRUE,FALSE,FALSE,n;verbose
gmp,[<-.bigq,FALSE,FALSE,TRUE,x;i;j;value
gmp,[.bigq,FALSE,FALSE,TRUE,x;i;j;drop
gmp,[[<-.bigq,FALSE,FALSE,TRUE,x;i;value
gmp,[[.bigq,FALSE,FALSE,TRUE,x;i
gmp,%*%.bigq,FALSE,FALSE,TRUE,x;y
gmp,.bigq2num,FALSE,FALSE,FALSE,x
gmp,[<-.bigz,FALSE,FALSE,TRUE,x;i;j;value
gmp,[.bigz,FALSE,FALSE,TRUE,x;i;j;drop
gmp,[[<-.bigz,FALSE,FALSE,TRUE,x;i;value
gmp,[[.bigz,FALSE,FALSE,TRUE,x;i
gmp,%/%.bigz,FALSE,FALSE,TRUE,e1;e2
gmp,%*%.bigz,FALSE,FALSE,TRUE,x;y
gmp,%%.bigz,FALSE,FALSE,TRUE,e1;e2
gmp,.bigz2num,FALSE,FALSE,FALSE,x
gmp,c_bigq,TRUE,FALSE,FALSE,L
gmp,c.bigq,FALSE,FALSE,TRUE,...;recursive
gmp,c_bigz,TRUE,FALSE,FALSE,L
gmp,c.bigz,FALSE,FALSE,TRUE,...;recursive
gmp,cbind.bigq,FALSE,FALSE,TRUE,...;recursive
gmp,cbind.bigz,FALSE,FALSE,TRUE,...;recursive
gmp,ceiling.bigq,FALSE,FALSE,FALSE,x
gmp,ceiling.bigz,FALSE,FALSE,FALSE,x
gmp,chooseZ,TRUE,FALSE,FALSE,n;k
gmp,crossprod,TRUE,TRUE,FALSE,x;y;...
gmp,crossprod.bigq,FALSE,FALSE,TRUE,x;y;...
gmp,crossprod.bigz,FALSE,FALSE,TRUE,x;y;...
gmp,crossprod.default,FALSE,FALSE,TRUE,x;y;...
gmp,cumsum.bigq,FALSE,FALSE,TRUE,x
gmp,cumsum.bigz,FALSE,FALSE,TRUE,x
gmp,%*%.default,FALSE,FALSE,TRUE,x;y
gmp,denominator,TRUE,FALSE,FALSE,x
gmp,denominator<-,TRUE,FALSE,FALSE,x;value
gmp,.diff.big,FALSE,FALSE,TRUE,x;lag;differences;...
gmp,dim<-.bigq,FALSE,FALSE,TRUE,x;value
gmp,dim.bigq,FALSE,FALSE,TRUE,x
gmp,dim<-.bigz,FALSE,FALSE,TRUE,x;value
gmp,dim.bigz,FALSE,FALSE,TRUE,x
gmp,.dimsetZQ,FALSE,FALSE,FALSE,x;value
gmp,.dimZQ,FALSE,FALSE,FALSE,x
gmp,div.big,FALSE,FALSE,TRUE,e1;e2
gmp,div.bigq,TRUE,FALSE,FALSE,e1;e2
gmp,div.bigz,TRUE,FALSE,FALSE,e1;e2
gmp,divq.bigz,TRUE,FALSE,FALSE,e1;e2
gmp,duplicated.bigq,FALSE,TRUE,TRUE,x;incomparables;...
gmp,duplicated.bigz,FALSE,TRUE,TRUE,x;incomparables;...
gmp,eq.big,FALSE,FALSE,TRUE,e1;e2
gmp,eq.bigq,FALSE,FALSE,FALSE,e1;e2
gmp,eq.bigz,FALSE,FALSE,FALSE,e1;e2
gmp,Eulerian,TRUE,FALSE,FALSE,n;k;method
gmp,Eulerian.all,TRUE,FALSE,FALSE,n
gmp,factorialZ,TRUE,FALSE,FALSE,n
gmp,factorize,TRUE,FALSE,FALSE,n
gmp,fibnum,TRUE,FALSE,FALSE,n
gmp,fibnum2,TRUE,FALSE,FALSE,n
gmp,floor.bigq,FALSE,FALSE,TRUE,x
gmp,floor.bigz,FALSE,FALSE,TRUE,x
gmp,formatN,TRUE,TRUE,FALSE,x;...
gmp,formatN.bigq,FALSE,FALSE,TRUE,x;...
gmp,formatN.bigz,FALSE,FALSE,TRUE,x;...
gmp,formatN.default,FALSE,FALSE,TRUE,x;...
gmp,formatN.double,FALSE,FALSE,TRUE,x;...
gmp,formatN.integer,FALSE,FALSE,TRUE,x;...
gmp,frexpZ,TRUE,FALSE,FALSE,x
gmp,gamma.bigz,FALSE,FALSE,TRUE,x
gmp,gcd,TRUE,TRUE,FALSE,a;b
gmp,gcd.bigz,TRUE,FALSE,TRUE,a;b
gmp,gcd.default,TRUE,FALSE,TRUE,a;b
gmp,gcdex,TRUE,FALSE,FALSE,a;b
gmp,gmpVersion,TRUE,FALSE,FALSE,
gmp,.gmpVersion,FALSE,FALSE,FALSE,
gmp,gt.big,FALSE,FALSE,TRUE,e1;e2
gmp,gt.bigq,FALSE,FALSE,FALSE,e1;e2
gmp,gt.bigz,FALSE,FALSE,FALSE,e1;e2
gmp,gte.big,FALSE,FALSE,TRUE,e1;e2
gmp,gte.bigq,FALSE,FALSE,FALSE,e1;e2
gmp,gte.bigz,FALSE,FALSE,FALSE,e1;e2
gmp,inv.bigz,TRUE,FALSE,FALSE,a;b;...
gmp,is.bigq,TRUE,FALSE,FALSE,x
gmp,is.bigz,TRUE,FALSE,FALSE,x
gmp,is.finite.bigq,FALSE,FALSE,TRUE,x
gmp,is.finite.bigz,FALSE,FALSE,TRUE,x
gmp,is.infinite.bigq,FALSE,FALSE,TRUE,x
gmp,is.infinite.bigz,FALSE,FALSE,TRUE,x
gmp,is.matrixZQ,TRUE,FALSE,FALSE,x
gmp,is.na.bigq,FALSE,FALSE,TRUE,x
gmp,is.na.bigz,FALSE,FALSE,TRUE,x
gmp,isprime,TRUE,FALSE,FALSE,n;reps
gmp,is.whole,TRUE,TRUE,FALSE,x
gmp,is.whole.bigq,FALSE,FALSE,TRUE,x
gmp,is.whole.bigz,FALSE,FALSE,TRUE,x
gmp,is.whole.default,FALSE,FALSE,TRUE,x
gmp,lcm.bigz,TRUE,FALSE,FALSE,a;b
gmp,lcm.default,TRUE,FALSE,FALSE,a;b
gmp,length<-.bigq,FALSE,FALSE,TRUE,x;value
gmp,length.bigq,FALSE,FALSE,TRUE,x
gmp,length<-.bigz,FALSE,FALSE,TRUE,x;value
gmp,length.bigz,FALSE,FALSE,TRUE,x
gmp,lg2.invFrexp,FALSE,FALSE,FALSE,L
gmp,ln.bigz,FALSE,FALSE,FALSE,x
gmp,log10.bigz,TRUE,FALSE,TRUE,x
gmp,log2.bigz,TRUE,FALSE,TRUE,x
gmp,log.bigz,TRUE,FALSE,TRUE,x;base
gmp,lt.big,FALSE,FALSE,TRUE,e1;e2
gmp,lt.bigq,FALSE,FALSE,FALSE,e1;e2
gmp,lt.bigz,FALSE,FALSE,FALSE,e1;e2
gmp,lte.big,FALSE,FALSE,TRUE,e1;e2
gmp,lte.bigq,FALSE,FALSE,FALSE,e1;e2
gmp,lte.bigz,FALSE,FALSE,FALSE,e1;e2
gmp,lucnum,TRUE,FALSE,FALSE,n
gmp,lucnum2,TRUE,FALSE,FALSE,n
gmp,Math.bigq,FALSE,TRUE,TRUE,x;...
gmp,Math.bigz,FALSE,TRUE,TRUE,x;...
gmp,matrix,TRUE,TRUE,FALSE,data;nrow;ncol;byrow;...
gmp,matrix.bigq,TRUE,FALSE,TRUE,data;nrow;ncol;byrow;dimnames;den;...
gmp,matrix.bigz,TRUE,FALSE,TRUE,data;nrow;ncol;byrow;dimnames;mod;...
gmp,matrix.default,TRUE,FALSE,TRUE,...
gmp,max.bigq,TRUE,FALSE,TRUE,...;na.rm
gmp,max.bigz,TRUE,FALSE,TRUE,...;na.rm
gmp,mean.bigq,FALSE,FALSE,TRUE,x;trim;na.rm;...
gmp,min.bigq,TRUE,FALSE,TRUE,...;na.rm
gmp,min.bigz,TRUE,FALSE,TRUE,...;na.rm
gmp,.mod.bigz,FALSE,FALSE,FALSE,e1;e2
gmp,mod.bigz,TRUE,FALSE,FALSE,e1;e2
gmp,modulus,TRUE,TRUE,FALSE,a
gmp,modulus<-,TRUE,TRUE,FALSE,a;value
gmp,modulus<-.bigz,FALSE,FALSE,TRUE,a;value
gmp,modulus.bigz,FALSE,FALSE,TRUE,a
gmp,mul.big,FALSE,FALSE,TRUE,e1;e2
gmp,mul.bigq,TRUE,FALSE,FALSE,e1;e2
gmp,mul.bigz,TRUE,FALSE,FALSE,e1;e2
gmp,ncol.bigq,TRUE,FALSE,FALSE,x
gmp,ncol.bigz,TRUE,FALSE,FALSE,x
gmp,.ncolZQ,FALSE,FALSE,FALSE,x
gmp,neq.big,FALSE,FALSE,TRUE,e1;e2
gmp,neq.bigq,FALSE,FALSE,FALSE,e1;e2
gmp,neq.bigz,FALSE,FALSE,FALSE,e1;e2
gmp,nextprime,TRUE,FALSE,FALSE,n
gmp,nrow.bigq,TRUE,FALSE,FALSE,x
gmp,nrow.bigz,TRUE,FALSE,FALSE,x
gmp,.nrowZQ,FALSE,FALSE,FALSE,x
gmp,numerator,TRUE,FALSE,FALSE,x
gmp,numerator<-,TRUE,FALSE,FALSE,x;value
gmp,.onLoad,FALSE,FALSE,FALSE,libname;pkgname
gmp,outer,TRUE,FALSE,FALSE,X;Y;FUN;...
gmp,pow.big,FALSE,FALSE,TRUE,e1;e2
gmp,pow.bigq,TRUE,FALSE,FALSE,e1;e2
gmp,pow.bigz,TRUE,FALSE,FALSE,e1;e2;...
gmp,powm,TRUE,FALSE,FALSE,x;y;n
gmp,print.bigq,FALSE,FALSE,TRUE,x;quote;initLine;...
gmp,print.bigz,FALSE,FALSE,TRUE,x;quote;initLine;...
gmp,prod.bigq,TRUE,FALSE,TRUE,...;na.rm
gmp,prod.bigz,TRUE,FALSE,TRUE,...;na.rm
gmp,rbind.bigq,FALSE,FALSE,TRUE,...;recursive
gmp,rbind.bigz,FALSE,FALSE,TRUE,...;recursive
gmp,rep.bigq,TRUE,FALSE,TRUE,x;times;length.out;each;...
gmp,rep.bigz,TRUE,FALSE,TRUE,x;times;length.out;each;...
gmp,round0,TRUE,FALSE,FALSE,x
gmp,round.bigq,FALSE,FALSE,TRUE,x;digits
gmp,round.bigz,FALSE,FALSE,TRUE,x;digits
gmp,roundQ,TRUE,FALSE,FALSE,x;digits;r0
gmp,sign.bigq,FALSE,FALSE,TRUE,x
gmp,sign.bigz,FALSE,FALSE,TRUE,x
gmp,sizeinbase,TRUE,FALSE,FALSE,a;b
gmp,solve.bigq,TRUE,FALSE,TRUE,a;b;...
gmp,solve.bigz,TRUE,FALSE,TRUE,a;b;...
gmp,Stirling1,TRUE,FALSE,FALSE,n;k
gmp,Stirling1.all,TRUE,FALSE,FALSE,n
gmp,Stirling2,TRUE,FALSE,FALSE,n;k;method
gmp,Stirling2.all,TRUE,FALSE,FALSE,n
gmp,sub.big,FALSE,FALSE,TRUE,e1;e2
gmp,.sub.bigq,TRUE,FALSE,FALSE,e1;e2
gmp,sub.bigq,TRUE,FALSE,FALSE,e1;e2
gmp,sub.bigz,TRUE,FALSE,FALSE,e1;e2
gmp,sum.bigq,TRUE,FALSE,TRUE,...;na.rm
gmp,sum.bigz,TRUE,FALSE,TRUE,...;na.rm
gmp,t.bigq,FALSE,FALSE,TRUE,x
gmp,t.bigz,FALSE,FALSE,TRUE,x
gmp,tcrossprod,TRUE,TRUE,FALSE,x;y;...
gmp,tcrossprod.bigq,FALSE,FALSE,TRUE,x;y;...
gmp,tcrossprod.bigz,FALSE,FALSE,TRUE,x;y;...
gmp,tcrossprod.default,FALSE,FALSE,TRUE,x;y;...
gmp,trunc.bigq,FALSE,FALSE,TRUE,x;...
gmp,trunc.bigz,FALSE,FALSE,TRUE,x;...
gmp,unique.bigq,FALSE,FALSE,TRUE,x;incomparables;...
gmp,unique.bigz,FALSE,FALSE,TRUE,x;incomparables;...
gmp,urand.bigz,TRUE,FALSE,FALSE,nb;size;seed
gmp,which.max,TRUE,FALSE,FALSE,x
gmp,which.min,TRUE,FALSE,FALSE,x
goftest,ad.test,TRUE,FALSE,FALSE,x;null;...;estimated;nullname
goftest,braun,FALSE,FALSE,FALSE,U;simpletest;m
goftest,cvm.test,TRUE,FALSE,FALSE,x;null;...;estimated;nullname
goftest,getCdf,FALSE,FALSE,FALSE,s;fatal
goftest,getfunky,FALSE,FALSE,FALSE,fname
goftest,pAD,TRUE,FALSE,FALSE,q;n;lower.tail;fast
goftest,pCvM,TRUE,FALSE,FALSE,q;n;lower.tail
goftest,qAD,TRUE,FALSE,FALSE,p;n;lower.tail;fast
goftest,qCvM,TRUE,FALSE,FALSE,p;n;lower.tail
goftest,recogniseCdf,TRUE,FALSE,FALSE,s
goftest,simpleADtest,FALSE,FALSE,FALSE,U
goftest,simpleCvMtest,FALSE,FALSE,FALSE,U
GPArotation,bentlerQ,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,bentlerT,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,bifactorQ,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,bifactorT,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,cfQ,TRUE,FALSE,FALSE,L;Tmat;kappa;normalize;eps;maxit
GPArotation,cfT,TRUE,FALSE,FALSE,L;Tmat;kappa;normalize;eps;maxit
GPArotation,echelon,TRUE,FALSE,FALSE,L;reference;...
GPArotation,eiv,TRUE,FALSE,FALSE,L;identity;...
GPArotation,entropy,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,geominQ,TRUE,FALSE,FALSE,L;Tmat;delta;normalize;eps;maxit
GPArotation,geominT,TRUE,FALSE,FALSE,L;Tmat;delta;normalize;eps;maxit
GPArotation,GPFoblq,TRUE,FALSE,FALSE,A;Tmat;normalize;eps;maxit;method;methodArgs
GPArotation,GPForth,TRUE,FALSE,FALSE,A;Tmat;normalize;eps;maxit;method;methodArgs
GPArotation,infomaxQ,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,infomaxT,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,mccammon,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,NormalizingWeight,FALSE,FALSE,FALSE,A;normalize
GPArotation,oblimax,TRUE,FALSE,FALSE,L;Tmat;normalize;eps;maxit
GPArotation,oblimin,TRUE,FALSE,FALSE,L;Tmat;gam;normalize;eps;maxit
GPArotation,print.GPArotation,FALSE,FALSE,TRUE,x;digits;Table;...
GPArotation,print.summary.GPArotation,FALSE,FALSE,TRUE,x;digits;...
GPArotation,pstQ,TRUE,FALSE,FALSE,L;Tmat;W;Target;normalize;eps;maxit
